gender,proficiency,education,What does an app permission allow?,"When installing a new app, what should you do first?",Why should a flashlight app not need access to your contacts?,Which app should be allowed microphone access?,Why is it risky to allow camera and microphone permissions unnecessarily?,Which app genuinely needs location permission?,You gave location access to a shopping app. What might happen?,What is “permission creep” in mobile apps?,Which permission is most sensitive for privacy and identity theft?,What is the best habit for managing app permissions on your phone?
Male,High Education,A/L,Speed up your phone,Give all permissions,It makes the light too bright,Notes app,It slows down the app,Clock,You get more accurate delivery estimates,Apps freezing frequently,Font size access,Review and revoke unused permissions regularly
Female,School,A/L,Change your wallpaper,Give all permissions,It drains battery,Notes app,Apps can record or watch without consent,Gallery,You lose phone signal,Apps freezing frequently,Flashlight,Give all apps full access
Male,High Education,HND,Speed up your phone,Give all permissions,It’s unrelated and may misuse your data,Voice recorder or call app,It slows down the app,Maps or delivery apps,You lose phone signal,An app using too much battery,Vibration control,Restart your phone weekly
Female,High Education,O/L,Change your wallpaper,Give all permissions,It lowers phone speed,Voice recorder or call app,It improves the phone’s performance,Maps or delivery apps,You get more accurate delivery estimates,Apps freezing frequently,Vibration control,Turn off notifications
Female,High Education,HND,Speed up your phone,Give all permissions,It’s unrelated and may misuse your data,Voice recorder or call app,It improves the phone’s performance,Video player,You lose phone signal,App gradually requesting more access over time,Contacts and call logs,Restart your phone weekly
Female,School,HND,An app to access specific parts of your phone,Check what permissions it asks for,It’s unrelated and may misuse your data,Weather app,It improves the phone’s performance,Maps or delivery apps,You lose phone signal,App gradually requesting more access over time,Vibration control,Review and revoke unused permissions regularly
Female,School,HND,An app to access specific parts of your phone,Restart your phone,It lowers phone speed,Notes app,Apps can record or watch without consent,Clock,App stops working,Apps using small icons,Font size access,Restart your phone weekly
Male,School,Degree,Change your wallpaper,Use it immediately,It makes the light too bright,Voice recorder or call app,It slows down the app,Gallery,App stops working,App gradually requesting more access over time,Vibration control,Turn off notifications
Female,High Education,HND,Change your wallpaper,Restart your phone,It drains battery,Calculator,It slows down the app,Video player,App stops working,Apps freezing frequently,Vibration control,Restart your phone weekly
Female,High Education,A/L,Change your wallpaper,Use it immediately,It makes the light too bright,Notes app,Apps can record or watch without consent,Video player,App stops working,An app using too much battery,Vibration control,Restart your phone weekly
Female,High Education,HND,Change your wallpaper,Give all permissions,It makes the light too bright,Voice recorder or call app,It improves the phone’s performance,Gallery,App stops working,Apps freezing frequently,Contacts and call logs,Turn off notifications
Male,School,A/L,Change your wallpaper,Restart your phone,It lowers phone speed,Calculator,It slows down the app,Video player,You lose phone signal,Apps using small icons,Flashlight,Turn off notifications
Male,High Education,Degree,Send you emails,Restart your phone,It lowers phone speed,Notes app,It improves the phone’s performance,Gallery,You get more accurate delivery estimates,An app using too much battery,Flashlight,Turn off notifications
Male,School,A/L,Change your wallpaper,Use it immediately,It makes the light too bright,Calculator,Apps can record or watch without consent,Gallery,It starts tracking your movement for targeted ads,An app using too much battery,Flashlight,Turn off notifications
Female,High Education,O/L,An app to access specific parts of your phone,Use it immediately,It makes the light too bright,Calculator,It improves the phone’s performance,Clock,App stops working,Apps freezing frequently,Contacts and call logs,Give all apps full access
Female,School,O/L,Speed up your phone,Check what permissions it asks for,It makes the light too bright,Weather app,Apps can record or watch without consent,Clock,You lose phone signal,An app using too much battery,Flashlight,Review and revoke unused permissions regularly
Female,School,Degree,Change your wallpaper,Check what permissions it asks for,It lowers phone speed,Weather app,Apps might take selfies,Maps or delivery apps,You get more accurate delivery estimates,Apps using small icons,Contacts and call logs,Turn off notifications
Female,School,Degree,An app to access specific parts of your phone,Restart your phone,It drains battery,Weather app,Apps can record or watch without consent,Video player,App stops working,App gradually requesting more access over time,Vibration control,Turn off notifications
